異動,藥品代號,藥品英文名稱,藥品中文名稱,規格量,規格單位,單複方,參考價,有效起日,有效迄日,製造廠名稱,劑型,成份,ATC_CODE,
,AC36511100,SPASTOLATE TABLETS ”NYSCO”,”尼斯可” 速不痛錠,0,,複方,1.5,1050601,9991231,,錠劑,ATROPINE SULFATE+HYOSCYAMINE+HYOSCYAMINE SULFATE+PHENOBARBITAL,A03CB,
,AC36576477,GENTAX EYE DROPS 3MG/ML ”MEDICINE” (GENTAMICIN),”麥迪森”健特適點眼液３毫克/毫升,500,MCL,單方,4,1060401,9991231,麥迪森醫藥股份有限公,點眼液劑,GENTAMICIN (SULFATE),S01AA11,
,AC36580100,SUXEN FILM COATED TABLETS 750MG (CIPROFLOXACIN),司淨膜衣錠７５０公絲（塞浦弗洒辛）,0,,單方,39.5,1001201,9991231,永信藥品工業股份有限,膜衣錠,CIPROFLOXACIN (HCL),J01MA02,
,AC36600100,TOWELL TABLETS ”EVEREST”,”永勝” 滋胃錠,0,,複方,1.5,1030801,9991231,永勝藥品工業股份有限,錠劑,ALUMINUM HYDROXIDE MAGNESIUM CARBONATE CO-DRIDE GEL+ALUMINUM SILICATE+CHLORDIAZEPOXIDE+DICYCLOMINE HCL+MAGNESIUM OXIDE+SCOPOLAMINE BUTYLBROMIDE,A02AG,
,AC366001G0,TOWELL TABLETS ”EVEREST”,”永勝” 滋胃錠,0,,複方,2,1030801,9991231,永勝藥品工業股份有限,錠劑,ALUMINUM HYDROXIDE MAGNESIUM CARBONATE CO-DRIDE GEL+ALUMINUM SILICATE+CHLORDIAZEPOXIDE+DICYCLOMINE HCL+MAGNESIUM OXIDE+SCOPOLAMINE BUTYLBROMIDE,A02AG,
,AC36601221,”GINTEC INJECTION 0.84MG/ML ””S.Y.”” (GINKGOFLAVONGLYCOSIDE)”,金恩特注射液0.84公絲/公撮,5,ML,單方,24.5,1120401,9991231,壽元化學工業股份有限,注射劑,GINKGO BILOBA FOLIUM EXTRACT,N06DX02,
,AC36632421,SINTROPIC OPHTHALMIC SOLUTION 10MG/ML  ”SNPHAR”(TROPICAMIDE),”杏輝”露光眼藥水１０毫克/毫升（挫匹卡邁）,5,ML,單方,63,1120401,9991231,杏輝藥品工業股份有限,點眼液劑,TROPICAMIDE,S01FA06,
,AC36644100,”ATROGEM TABLETS 200MG(TIAPROFENIC ACID) ””MACRO”””,”””瑪科隆””罷百痛錠200毫克（泰普菲酸）”,0,,單方,2.89,1120401,9991231,盛雲藥品股份有限公司,錠劑,TIAPROFENIC ACID,M01AE11,
,AC36654477,FUSONE EYE DROPS 1MG/ML ”MEDICINE” (BETAMETHASONE),”麥迪森”富適點眼液１毫克/毫升,500,MCL,單方,4,1060401,9991231,麥迪森醫藥股份有限公,點眼液劑,BETAMETHASONE DISODIUM PHOSPHATE,S01BA06,
,AC36657121,K-CITRATE GRANULES ”GENTLE”,結石清顆粒,5,GM,複方,6.7,1120401,9991231,政德製藥股份有限公司,內服顆粒劑,CITRIC ACID MONOHYDRATE+POTASSIUM CITRATE MONOHYDRATE,G04BC,
,AC36662100,ISCAN F.C. TABLETS 400MG (CIMETIDINE) ”S.L”,”信隆”胃適康膜衣錠４００公絲（希每得定）,0,,單方,1.5,1050801,9991231,信隆藥品工業股份有限,膜衣錠,CIMETIDINE,A02BA01,
,AC36667100,NOCIGEN CAPSULES 100MG ”SWISS” (MINOCYCLINE),”瑞士”瑞拿菌膠囊１００公絲（美諾四環素）,0,,單方,5.9,1040401,9991231,瑞士藥廠股份有限公司,膠囊劑,MINOCYCLINE (HCL),J01AA08,
,AC36669212,ULCERTIN INJECTION 10MG/ML”SWISS” (FAMOTIDINE),”瑞士”胃潰定注射液１０公絲／公撮（發模梯定）,2,ML,單方,23.2,1110101,9991231,瑞士藥廠股份有限公司,注射劑,FAMOTIDINE,A02BA03,
,AC36669221,ULCERTIN INJECTION 10MG/ML (FAMOTIDINE) ”SWISS”,胃潰定注射液１０公絲/公撮（發模梯定）,5,ML,單方,39.4,1030701,9991231,瑞士藥廠股份有限公司,注射劑,FAMOTIDINE,A02BA03,
,AC36675100,ELP CAPSULES 50MG (ALPRENOLOL HYDROCHLORIDE) ”S.D.”,”世達”益心膠囊５０公絲（鹽酸阿普諾）,0,,單方,6.6,1041201,9991231,世達藥品工業股份有限,膠囊劑,ALPRENOLOL HCL,C07AA01,
,AC36677100,DALMADORM CAPSULES 30MG (FLURAZEPAM),當眠多膠囊３０毫克（氟路洛）,0,,單方,3.52,1120401,9991231,新加坡商美納里尼醫藥,膠囊劑,FLURAZEPAM HCL,N05CD01,
,AC36679100,DALMADORM CAPSULES 15MG (FLURAZEPAM),當眠多膠囊１５毫克（氟路洛）,0,,單方,3.29,1120401,9991231,新加坡商美納里尼醫藥,膠囊劑,FLURAZEPAM HCL,N05CD01,
,AC36693100,LISACEF CAPSULES 250MG (CEPHRADINE) ”S.T.”,利速復膠囊２５０公絲（西華定）,0,,單方,1.72,1070501,9991231,信東生技股份有限公司,膠囊劑,CEPHRADINE (MONOHYDRATE),J01DB09,
,AC36694406,SINZOLE OPHTHALMIC SOLUTION 4%,信柔點眼液 4%,0.5,ML,單方,4,1060801,9991231,麥迪森醫藥股份有限公,點眼液劑,SULFAMETHOXAZOLE SODIUM,S01AB91,
,AC36736100,”ROYAMET F.C.TABLETS 400MG (CIMETIDINE) ””ROYAL”””,皇胃佳膜衣錠４００公絲（希每得定）,0,,單方,1.5,1040401,9991231,皇佳化學製藥股份有限,膜衣錠,CIMETIDINE,A02BA01,
,AC367361G0,”ROYAMET F.C.TABLETS 400MG (CIMETIDINE) ””ROYAL””(鋁箔/膠箔)”,皇胃佳膜衣錠４００公絲（希每得定）,0,,單方,2,1040401,9991231,皇佳化學製藥股份有限,膜衣錠,CIMETIDINE,A02BA01,
,AC36740212,”KETOFEN-S INJECTION 50MG/ML (KETOPROFEN) ””S.Y.”””,可多菲斯肌肉注射液50毫克/毫升,2,ML,單方,15,1040201,9991231,壽元化學工業股份有限,注射劑,KETOPROFEN,M01AE03,
,AC36749100,SOMA CAPSULES ”STANDARD”,”生達” 舒肌痛膠囊,0,,複方,1.5,1001201,9991231,生達化學製藥股份有限,膠囊劑,ACETAMINOPHEN (=PARACETAMOL)+CAFFEINE ANHYDROUS+CHLORZOXAZONE+THIAMINE DISULFIDE,N02BE51,
,AC367491G0,SOMA CAPSULES ”STANDARD”,”生達” 舒肌痛膠囊,0,,複方,2,1001201,9991231,生達化學製藥股份有限,膠囊劑,ACETAMINOPHEN (=PARACETAMOL)+CAFFEINE ANHYDROUS+CHLORZOXAZONE+THIAMINE DISULFIDE,N02BE51,
,AC36753100,SAFE CAPSULES 2MG (LOPERAMIDE) ”TAI YU”,瀉服膠囊2毫克(樂必寧),0,,單方,1.5,1040401,9991231,臺裕化學製藥廠股份有,膠囊劑,LOPERAMIDE HCL,A07DA03,
,AC36757100,COUDE CAPSULES ”S.D.”,咳帝膠囊,0,,複方,1.5,1041201,9991231,世達藥品工業股份有限,膠囊劑,DEXTROMETHORPHAN HBR+LYSOZYME CHLORIDE+POTASSIUM CRESOLSULFONATE,R05FA01,
,AC36765321,”PRURINON CREAM””M.S”,”美西””必治安乳膏”,5,GM,複方,12.9,1120401,9991231,美西製藥有限公司,乳膏劑,BETAMETHASONE (DIPROPIONATE)+CLOTRIMAZOLE,D01AC51,
,AC36765329,PRURINON CREAM ”M.S”,”美西”必治安乳膏,10,GM,複方,29.5,1120401,9991231,美西製藥有限公司,乳膏劑,BETAMETHASONE (DIPROPIONATE)+CLOTRIMAZOLE,D01AC51,
,AC36765335,PRURINON CREAM ”M.S”,”美西”必治安乳膏,15,GM,複方,47.9,1120401,9991231,美西製藥有限公司,乳膏劑,BETAMETHASONE (DIPROPIONATE)+CLOTRIMAZOLE,D01AC51,
,AC36765338,PRURINON CREAM ”M.S”,”美西”必治安乳膏,20,GM,複方,64,1120401,9991231,美西製藥有限公司,乳膏劑,BETAMETHASONE (DIPROPIONATE)+CLOTRIMAZOLE,D01AC51,
,AC36768209,TONMEX INJECTION 20MG/ML (PIROXICAM) ”PANBIOTIC”,”汎生”痛沒注射液20毫克/毫升(匹若卡),1,ML,單方,16.3,1120401,9991231,臺灣汎生製藥廠股份有,注射劑,PIROXICAM,M01AC01,
,AC36768212,TONMEX INJECTION 20MG/ML (PIROXICAM) ”PANBIOTIC”,”汎生”痛沒注射液20毫克/毫升(匹若卡),2,ML,單方,16.3,1120401,9991231,臺灣汎生製藥廠股份有,注射劑,PIROXICAM,M01AC01,
,AC36769100,TONMEX TABLETS 20MG (PIROXICAM) ”PANBIOTIC”,痛沒錠２０毫克（匹若卡）,0,,單方,1.5,1120601,9991231,臺灣汎生製藥廠股份有,錠劑,PIROXICAM,M01AC01,
,AC367691G0,TONMEX TABLETS 20MG (PIROXICAM) ”PANBIOTIC”(鋁箔/膠箔),痛沒錠２０毫克（匹若卡）,0,,單方,2,1120601,9991231,臺灣汎生製藥廠股份有,錠劑,PIROXICAM,M01AC01,
,AC36783100,S.N.A. CAPSULES 10MG ”C.H.” (FLUNARIZINE),”正和”舒腦安膠囊１０公絲（服納利林）,0,,單方,2.46,1120401,9991231,正和製藥股份有限公司,膠囊劑,FLUNARIZINE (HCL) (=FLUNARIZINE 2HCL),N07CA03,
,AC36785100,ASFEN TABLETS 1MG  ”STANDARD” (KETOTIFEN),布喘斐錠１公絲（可多替芬）,0,,單方,1.52,1120401,9991231,生達化學製藥股份有限,錠劑,KETOTIFEN (FUMARATE),R06AX17,
,AC36787338,”SILIVERINE CREAM 10MG/GM ””S.Y”” (SILVER SULFADIAZINE)”,速復寧乳膏10公絲/公克,20,GM,單方,31.7,1120401,9991231,壽元化學工業股份有限,乳膏劑,SULFADIAZINE SILVER,D06BA01,
,AC36787340,SILIVERINE CREAM 10MG/GM ”S.Y.” (SILVER SULFADIAZINE),”壽元” 速復寧乳膏１０公絲/公克（遠淨磺胺銀）,25,GM,單方,35.5,1060201,9991231,壽元化學工業股份有限,乳膏劑,SULFADIAZINE SILVER,D06BA01,
,AC36787348,SILIVERINE CREAM 10MG/GM ”S.Y.” (SILVER SULFADIAZINE),”壽元” 速復寧乳膏１０公絲/公克（遠淨磺胺銀）,50,GM,單方,43.7,1091001,9991231,壽元化學工業股份有限,乳膏劑,SULFADIAZINE SILVER,D06BA01,
,AC36787363,SILIVERINE CREAM 10MG/GM ”S.Y.” (SILVER SULFADIAZINE),”壽元” 速復寧乳膏１０公絲/公克（遠淨磺胺銀）,200,GM,單方,138,1120401,9991231,壽元化學工業股份有限,乳膏劑,SULFADIAZINE SILVER,D06BA01,
,AC36787372,SILIVERINE CREAM 10MG/GM ”S.Y.” (SILVER SULFADIAZINE),”壽元” 速復寧乳膏１０公絲/公克（遠淨磺胺銀）,450,GM,單方,261,1120401,9991231,壽元化學工業股份有限,乳膏劑,SULFADIAZINE SILVER,D06BA01,
,AC36787377,SILIVERINE CREAM 10MG/GM ”S.Y.” (SILVER SULFADIAZINE),”壽元” 速復寧乳膏１０公絲/公克（遠淨磺胺銀）,500,GM,單方,325,1120401,9991231,壽元化學工業股份有限,乳膏劑,SULFADIAZINE SILVER,D06BA01,
,AC36794100,PROCAL TABLETS 667MG (CALCIUM ACETATE) ”PL”,普羅鈣錠６６７毫克（醋酸鈣）,0,,單方,1.55,1120401,9991231,培力藥品工業股份有限,錠劑,CALCIUM ACETATE,V03AE07,
,AC367941G0,PROCAL TABLETS 667MG (CALCIUM ACETATE) ”PL”(鋁箔/膠箔),”培力”普羅鈣錠６６７毫克（醋酸鈣）,0,,單方,2,1040601,9991231,培力藥品工業股份有限,錠劑,CALCIUM ACETATE,V03AE07,
,AC36811212,DUOCER INJECTION 100MG/ML ”T.F.”,”大豐”胃潰適注射液100毫克/毫升,2,ML,單方,15,1080601,9991231,大豐製藥股份有限公司,注射劑,CIMETIDINE,A02BA01,
,AC36815100,MINOLINE CAPSULES 100MG ”S.T” (MINOCYCLINE),”信東”美樂寧膠囊１００公絲（美諾四環素）,0,,單方,5.9,1040401,9991231,信東生技股份有限公司,膠囊劑,MINOCYCLINE (HCL),J01AA08,
,AC36816100,ANSOCAINE TABLETS ”ASTAR”,安舒康錠,0,,複方,1.5,1040201,9991231,安星製藥股份有限公司,錠劑,CHLORMEZANONE,M03BB52,
,AC36817100,CIMETIDINE TABLET 400MG”T.F.”,”大豐”胃康錠400毫克,0,,單方,1.5,1030801,9991231,大豐製藥股份有限公司,錠劑,CIMETIDINE,A02BA01,
,AC36820100,METFORMIN TABLETS 500MG ”C.H.”,”正和”滅糖錠５００公絲（二甲二脈）Ｚ,0,,單方,1.5,1021201,9991231,正和製藥股份有限公司,錠劑,METFORMIN HCL,A10BA02,
,AC368201G0,METFORMIN TABLETS 500MG ”C.H.”(鋁箔/膠箔),”正和”滅糖錠５００公絲（二甲二脈),0,,單方,2,1021001,9991231,正和製藥股份有限公司,錠劑,METFORMIN HCL,A10BA02,
,AC36824421,FLUOROMETHOLONE OPHTHALMIC SUSPENSION 0.02% ”OASIS”,福樂目得朗眼用懸液０．０２％（膚樂美爽）,5,ML,單方,13.1,1120401,9991231,綠洲化學工業有限公司,點眼懸液劑,FLUOROMETHOLONE,S01BA07,
,AC36824429,FLUOROMETHOLONE OPHTHALMIC SUSPENSION 0.02% ”OASIS”,福樂目得朗眼用懸液０．０２％（膚樂美爽）,10,ML,單方,49.9,1120401,9991231,綠洲化學工業有限公司,點眼懸液劑,FLUOROMETHOLONE,S01BA07,
,AC36825316,YUTAM CREAM 50MG/GM ”YU SHENG”(ACYCLOVIR),”優生”優田乳膏５０公／絲公克（艾賽可威）,3,GM,單方,17.3,1040401,9991231,優生製藥廠股份有限公,乳膏劑,ACYCLOVIR,D06BB03,
,AC36836100,CONJUESTROGEN F.C. TABLETS 0.625 MG,婦拿邁膜衣錠0.625毫克,0,,單方,3.5,1120101,9991231,健喬信元醫藥生技股份,膜衣錠,OESTROGEN (=ESTROGEN=ESTROGENIC SUBSTANCE),G03CA57,
,AC36840100,BENDOPA CAPSULES ”WEIDAR”,本得保膠囊,0,,複方,3.34,1110101,9991231,衛達化學製藥股份有限,膠囊劑,BENSERAZIDE (HCL)+LEVODOPA,N04BA02,
,AC36845100,DECORON F.C. TABLET 0.75MG (DEXAMETHASONE) ”EVEREST”,”永勝”得克隆膜衣錠0.75公絲（迪皮質醇）,0,,單方,1.5,1030801,9991231,永勝藥品工業股份有限,膜衣錠,DEXAMETHASONE,H02AB02,
,AC36854100,”GINKO TABLETS 9.6MG (GINKGOFLAVONGLYCOSIDE) ””S.Y.”””,金杏錠9.6公絲(白果配醣體),0,,單方,1.68,1120401,9991231,壽元化學工業股份有限,錠劑,GINKGO BILOBA FOLIUM EXTRACT,N06DX02,
,AC36858423,AMCICORT IN ORABASE 0.1% (TRIAMCINOLONE ACETONIDE) ”CL”,”嘉林” 安施克口內膏０．１％（丙酮特安皮質醇）,6,GM,單方,35.8,1120401,9991231,嘉林藥品有限公司,口內膏,TRIAMCINOLONE ACETONIDE,A01AC01,
,AC36863500,DOMPER SUPPOSITORIES 10MG (DOMPERIDONE),吐福栓劑１０公絲（多普利杜）,0,,單方,10,1120601,9991231,永信藥品工業股份有限,栓劑,DOMPERIDONE,A03FA03,
,AC36865321,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID),”瑪科隆”蜜可舒乳膏200毫克/公克（雅潔麗酸）,5,GM,單方,26.2,1080401,9991231,盛雲藥品股份有限公司,乳膏劑,AZELAIC ACID,D10AX03,
,AC36865329,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID),”瑪科隆”蜜可舒乳膏200毫克/公克（雅潔麗酸）,10,GM,單方,45.3,1080401,9991231,盛雲藥品股份有限公司,乳膏劑,AZELAIC ACID,D10AX03,
,AC36865330,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID),”瑪科隆”蜜可舒乳膏200毫克/公克（雅潔麗酸）,12,GM,單方,45.3,1080401,9991231,盛雲藥品股份有限公司,乳膏劑,AZELAIC ACID,D10AX03,
,AC36865338,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID),”瑪科隆”蜜可舒乳膏200毫克/公克（雅潔麗酸）,20,GM,單方,152,1040601,9991231,盛雲藥品股份有限公司,乳膏劑,AZELAIC ACID,D10AX03,
,AC36865343,LEO CREAM 200MG/GM 〝MACRO〃(AZELAIC ACID),”瑪科隆”蜜可舒乳膏200毫克/公克（雅潔麗酸）,30,GM,單方,195,1120401,9991231,盛雲藥品股份有限公司,乳膏劑,AZELAIC ACID,D10AX03,
,AC36868212,VITAMIN C INJECTION 250MG/ML ”Y.Y.”,維他命Ｃ注射液２５０公絲／公撮,2,ML,單方,15,1030801,9991231,應元化學製藥股份有限,注射劑,ASCORBIC ACID (=VIT C),A11GA01,
,AC36868221,VITAMIN C INJECTION 250MG/ML ”Y.Y.”,”應元”維他命Ｃ注射液２５０公絲／公撮,5,ML,單方,15,1030801,9991231,應元化學製藥股份有限,注射劑,ASCORBIC ACID (=VIT C),A11GA01,
,AC36869100,FAMODINE F.C. TABLETS 40MG (FAMOTIDINE) ”N.K.”,汎胃定膜衣錠４０公絲（發模梯定）,0,,單方,3.77,1110101,9991231,南光化學製藥股份有限,膜衣錠,FAMOTIDINE,A02BA03,
,AC36885209,MECOBALAMIN INJECTION 0.5MG/ML ”ASTAR”,美保朗注射液０．５毫克/毫升（甲鈷胺明）,1,ML,單方,15,1091001,9991231,安星製藥股份有限公司,注射劑,MECOBALAMIN,B03BA05,
,AC36885212,MECOBALAMINE INJECTION 0.5MG/ML ”ASTAR”,美保朗注射液０．５公絲／公撮（甲鈷胺明）,2,ML,單方,15,1091001,9991231,安星製藥股份有限公司,注射劑,MECOBALAMIN,B03BA05,
,AC36892100,HOU WE MING F.C. TABLETS 200MG ”CHINTENG” (CIMETIDINE),”井田”好胃明膜衣錠２００毫克（希每得定）,0,,單方,1.5,1030801,9991231,井田國際醫藥廠股份有,膜衣錠,CIMETIDINE,A02BA01,
,AC368921G0,HOU WE MING F.C. TABLETS 200MG (CIMETIDINE) ”CHINTENG”(鋁箔/膠箔）,”井田”好胃明膜衣錠２００毫克（希每得定）,0,,單方,2,1030801,9991231,井田國際醫藥廠股份有,膜衣錠,CIMETIDINE,A02BA01,
,AC36907209,PRIDINOL INJECTION 2MG/ML (PRIDINOL MESILATE) ”ASTAR”,必利絡注射液２公絲／公撮,1,ML,單方,15,1061201,9991231,安星製藥股份有限公司,注射劑,PRIDINOL MESYLATE,M03BX03,
,AC36915100,URIBENORM TABLETS 100MG ”CHEN TA” (BENZBROMARONE),”成大”抗痛酸錠１００毫克（本補麻隆）,0,,單方,1.95,1120401,9991231,成大藥品股份有限公司,錠劑,BENZBROMARONE,M04AB03,
,AC36926100,VETIN E.C. TABLETS 25MG. (DICLOFENAC),威鎮腸溶錠２５公絲（待克菲那）,0,,單方,1.5,1001201,9991231,中國化學製藥股份有限,腸溶錠,DICLOFENAC SODIUM,M01AB05,
,AC36927100,VETIN E.C. TABLETS 50MG. (DICLOFENAC),威鎮腸溶錠50毫克,0,,單方,1.5,1001201,9991231,衛肯生技製藥股份有限,腸溶錠,DICLOFENAC SODIUM,M01AB05,
,AC36940100,MERO CAPSULE 100MG (MINOCYCLINE) ”KINGDOM”,”景德”敏羅黴素膠囊１００公絲（美諾四環素）,0,,單方,5.9,1040401,9991231,健喬信元醫藥生技股份,膠囊劑,MINOCYCLINE (HCL),J01AA08,
,AC36944100,BIPIDEN TABLET 2MG ”SWISS”(BIPERIDEN),”瑞士”百比停錠２毫克（比培立汀）,0,,單方,1.62,1120401,9991231,瑞士藥廠股份有限公司,錠劑,BIPERIDEN HCL,N04AA02,
,AC369441G0,BIPIDEN TABLET 2MG ”SWISS”(BIPERIDEN)(鋁箔/膠箔),”瑞士”百比停錠２毫克（比培立汀）,0,,單方,2,1071201,9991231,瑞士藥廠股份有限公司,錠劑,BIPERIDEN HCL,N04AA02,
,AC36963321,BENCOGEN CREAM,貝膚適乳膏,5,GM,複方,18.1,1120401,9991231,壽元化學工業股份有限,乳膏劑,BETAMETHASONE DIPROPIONATE+GENTAMICIN SULFATE,D07CC01,
,AC36963329,BENCOGEN CREAM,貝膚適乳膏,10,GM,複方,20.9,1120401,9991231,壽元化學工業股份有限,乳膏劑,BETAMETHASONE DIPROPIONATE+GENTAMICIN SULFATE,D07CC01,
,AC36966100,CARTIL TABLETS 30MG (DILTIAZEM HYDROCHLORIDE),卡迪爾錠３０公絲（鹽酸迪太贊）〝信元〞,0,,單方,1.5,1001201,9991231,健喬信元醫藥生技股份,錠劑,DILTIAZEM (HCL),C08DB01,
,AC369661G0,CARTIL TABLETS 30MG (DILTIAZEM HCL)(鋁箔/膠箔),卡迪爾錠３０公絲（鹽酸迪太贊）,0,,單方,2,1010801,9991231,健喬信元醫藥生技股份,錠劑,DILTIAZEM (HCL),C08DB01,
,AC36967212,”FEBIN INJECTION 50MG/ML (KETOPROFEN) ””TAI YU”””,”””台裕””菲碧茵注射液50毫克/毫升（可多普洛菲）”,2,ML,單方,15,1040401,9991231,台裕化學製藥廠股份有,注射劑,KETOPROFEN,M01AE03,
,AC36971100,CLINDAMYCIN CAPSULE 300MG ”KINGDOM”,”景德”克林達黴素膠囊３００公絲,0,,單方,2.74,1120401,9991231,健喬信元醫藥生技股份,膠囊劑,CLINDAMYCIN (HCL HYDRATE),J01FF01,
,AC37004248,CIPROFLO INFUSION SOLUTION 2MG/ML ”S.Y.” (CIPROFLOXACIN),〝壽元〞賽普輸液２毫克/毫升（塞浦弗洒辛）,50,ML,單方,198,1120401,9991231,壽元化學工業股份有限,注射劑,CIPROFLOXACIN,J01MA02,
,AC37004255,CIPROFLO INFUSION SOLUTION 2MG/ML ”S.Y.” (CIPROFLOXACIN),〝壽元〞賽普輸液２毫克/毫升（塞浦弗洒辛）,100,ML,單方,412,1120401,9991231,壽元化學工業股份有限,注射劑,CIPROFLOXACIN,J01MA02,
,AC37029100,”NIFUROX CAPSULES 200MG (NIFUROXAZIDE) ””H.S.”””,”””黃氏””尼福樂膠囊２００毫克”,0,,單方,2.29,1120401,9991231,黃氏製藥股份有限公司,膠囊劑,NIFUROXAZIDE,A07AX03,
,AC37035100,ROMISTANE CAPSULES,治咳膠囊,0,,複方,1.5,1060601,9991231,安力圻生技股份有限公,膠囊劑,CARBINOXAMINE MALEATE+DEXTROMETHORPHAN HBR+METHYLEPHEDRINE DL- HCL+NOSCAPINE+POTASSIUM GUAIACOL SULFONATE,R05FA02,
,AC37042329,FLUTHASONE CREAM ”CHINTENG”,〝井田〞福佳松乳膏,10,GM,複方,33.3,1120401,9991231,井田國際醫藥廠股份有,乳膏劑,FLUMETHASONE PIVALATE+SALICYLIC ACID,D07XB01,
,AC37053209,PIROXICAM INJECTION 20MG/ML ”Y.Y”,”應元”匹若西卡注射液２０公絲／公撮（匹若卡）,1,ML,單方,16.3,1120401,9991231,應元化學製藥股份有限,注射劑,PIROXICAM,M01AC01,
,AC37053212,PIROXICAM INJECTION 20MG/ML ”Y.Y”,”應元”匹若西卡注射液２０公絲／公撮（匹若卡）,2,ML,單方,16.3,1120401,9991231,應元化學製藥股份有限,注射劑,PIROXICAM,M01AC01,
,AC37054100,STOGAMET TABLETS 400MG ”SWISS” (CIMETIDINE),”瑞士”瑞胃得錠４００毫克（希每得定）,0,,單方,1.5,1021201,9991231,瑞士藥廠股份有限公司,錠劑,CIMETIDINE,A02BA01,
,AC370541G0,STOGAMET TABLETS 400MG ”SWISS” (CIMETIDINE)(鋁箔/膠箔),”瑞士”瑞胃得錠４００毫克（希每得定）,0,,單方,2,1021201,9991231,瑞士藥廠股份有限公司,錠劑,CIMETIDINE,A02BA01,
,AC37062209,PANCOBAMIN INJECTION 0.5MG/ML (MECOBALAMIN) ”PANBIOTIC”,汎敏補注射液０．５公絲／公撮（甲鈷胺明）,1,ML,單方,15,1091001,9991231,臺灣汎生製藥廠股份有,注射劑,MECOBALAMIN,B03BA05,
,AC37062221,PANCOBAMIN INJECTION 0.5MG/ML (MECOBALAMIN) ”PANBIOTIC”,汎敏補注射液０．５公絲／公撮（甲鈷胺明）,5,ML,單方,15,1091001,9991231,臺灣汎生製藥廠股份有,注射劑,MECOBALAMIN,B03BA05,
,AC37063421,TRACORT ORABASE 1MG/GM (TRIAMCINOLONE ACETONIDE)”PATRON”,舒口口內膏１公絲／公克（丙酮特安皮質醇）,5,GM,單方,28.4,1041201,9991231,臺灣派頓化學製藥股份,口內膏,TRIAMCINOLONE (ACETONIDE),A01AC01,
,AC37064209,CEFE INJECTION ”SWISS” (CEFMETAZOLE),”瑞士”世伏注射劑（西華美達諾）,1,GM,單方,73,1120401,9991231,瑞士藥廠股份有限公司,乾粉注射劑,CEFMETAZOLE (SODIUM),J01DC09,
,AC37064212,CEFE INJECTION ”SWISS” (CEFMETAZOLE),”瑞士”世伏注射劑（西華美達諾）,2,GM,單方,226,1120401,9991231,瑞士藥廠股份有限公司,乾粉注射劑,CEFMETAZOLE (SODIUM),J01DC09,
,AC37064277,CEFE INJECTION ”SWISS” (CEFMETAZOLE),”瑞士”世伏注射劑（西華美達諾）,500,MG,單方,59,1120401,9991231,瑞士藥廠股份有限公司,乾粉注射劑,CEFMETAZOLE (SODIUM),J01DC09,
,AC37067329,CLOSONE CREAM,克膚炎乳膏(10gm),10,GM,複方,29.5,1120401,9991231,明大化學製藥股份有限,乳膏劑,BETAMETHASONE (DIPROPIONATE),D01AC51,
,AC37069321,”BETA CREAM ””SINPHAR”””,”””壽元””倍達乳膏0.5毫克/公克”,5,GM,單方,12.1,1120401,9991231,壽元化學工業股份有限,乳膏劑,BETAMETHASONE (DIPROPIONATE),D07AC01,
,AC37069329,BETA CREAM 0.5MG/GM ”S.Y.”(BETAMETHASONE),”壽元” 倍達乳膏0.5毫克/公克,10,GM,單方,15.4,1120401,9991231,壽元化學工業股份有限,乳膏劑,BETAMETHASONE (DIPROPIONATE),D07AC01,
,AC37069335,”BETA CREAM ””SINPHAR”””,”””壽元””倍達乳膏0.5毫克/公克”,15,GM,單方,31.9,1040201,9991231,壽元化學工業股份有限,乳膏劑,BETAMETHASONE (DIPROPIONATE),D07AC01,
,AC37069343,”BETA CREAM ””SINPHAR”””,”””壽元””倍達乳膏0.5毫克/公克”,30,GM,單方,31.9,1040201,9991231,壽元化學工業股份有限,乳膏劑,BETAMETHASONE (DIPROPIONATE),D07AC01,
